166797,UNKNOWN,Bbox-BB357F20,D0:6E:DE:C9:92:90,-92,11
166797,UNKNOWN,CONGRES,00:F6:63:C7:2D:C2,-92,11
166797,UNKNOWN,eduspot,D8:C7:C8:24:D0:53,-94,11
174239,UNKNOWN,eduroam,00:F6:63:AC:D8:34,-55,6
174239,UNKNOWN,CONGRES,00:F6:63:AC:D8:32,-56,6
174239,UNKNOWN,eduspot,00:F6:63:AC:D8:31,-56,6
174239,UNKNOWN,iPhone,6A:56:19:04:41:7A,-62,6
174239,UNKNOWN,eduroam,00:F6:63:DD:36:C4,-70,11
174239,UNKNOWN,CONGRES,00:F6:63:DD:36:C2,-71,11
174239,UNKNOWN,eduspot,00:F6:63:DD:36:C1,-71,11
174239,UNKNOWN,eduroam,00:F6:63:C7:2A:F4,-75,1
174239,UNKNOWN,CONGRES,00:F6:63:C7:2A:F2,-76,1
174239,UNKNOWN,eduspot,00:F6:63:C7:2A:F1,-77,1
174239,UNKNOWN,El Guacamole,E4:38:83:73:1B:4E,-78,6
174239,UNKNOWN,Freebox-6B47F8,DC:00:B0:F7:5F:80,-80,6
174239,UNKNOWN,eduspot,00:F6:63:B1:CD:91,-80,11
174239,UNKNOWN,Rigatoni,68:A3:78:76:B1:EE,-81,2
174239,UNKNOWN,CONGRES,00:F6:63:B1:CD:92,-81,11
174239,UNKNOWN,TP-Link_39A2_FO,28:87:BA:84:39:A2,-81,11
174239,UNKNOWN,eduroam,00:FE:C8:DD:17:44,-82,6
174239,UNKNOWN,POCO F6 Pro,76:55:B0:6D:40:15,-82,1
174239,UNKNOWN,eduspot,00:FE:C8:DD:17:41,-82,6
174239,UNKNOWN,Livebox-92EA,38:06:E6:48:50:58,-83,11
174239,UNKNOWN,?,EA:38:83:73:1B:4E,-84,6
174239,UNKNOWN,SFR_89B0,CC:2D:1B:6A:89:B6,-84,6
174239,UNKNOWN,?,04:17:B6:4D:C3:C7,-85,6
174239,UNKNOWN,CASADIPANINI,D0:6E:DE:67:17:F0,-85,11
174239,UNKNOWN,eduroam,00:F2:8B:03:73:54,-86,1
174239,UNKNOWN,Livebox-7bb6,5C:33:8E:E9:D1:80,-86,11
174239,UNKNOWN,ZCGA_05063,00:1B:93:01:13:C7,-86,12
174239,UNKNOWN,eduspot,00:F6:63:E6:2E:D1,-88,6
174239,UNKNOWN,CONGRES,00:F6:63:C7:2D:C2,-88,11
174239,UNKNOWN,?,9E:05:D6:23:8D:FA,-88,11
174239,UNKNOWN,SFR_54B4,B0:B3:69:4D:54:B6,-88,6
174239,UNKNOWN,eduroam,00:F6:63:E6:3A:A2,-89,6
174239,UNKNOWN,CONGRES,00:F6:63:E6:3A:A1,-89,6
174239,UNKNOWN,EDIPAD,68:D7:9A:D4:28:40,-89,11
174239,UNKNOWN,CONGRES,00:F6:63:E6:2E:D2,-90,6
174239,UNKNOWN,SFR_9F8F,B0:B3:69:D3:9F:91,-90,1
174239,UNKNOWN,CONGRES,00:F6:63:DD:3D:F2,-90,11
174239,UNKNOWN,Pantheon-Assas,D8:C7:C8:24:D0:51,-90,11
174239,UNKNOWN,eduroam,00:F6:63:DD:3D:F4,-90,11
174239,UNKNOWN,?,6E:D7:9A:D4:28:40,-90,11
174239,UNKNOWN,eduspot,00:F6:63:DD:3D:F1,-90,11
174239,UNKNOWN,laddition-6280,9C:05:D6:43:8D:FA,-90,11
174239,UNKNOWN,eduroam,00:F6:63:B1:D0:34,-91,11
174239,UNKNOWN,eduspot,00:F6:63:C7:29:51,-91,11
174239,UNKNOWN,?,3A:07:16:6B:CF:12,-92,6
174239,UNKNOWN,Livebox-B4F8,84:A3:29:37:B4:F8,-92,1
174239,UNKNOWN,TP-Link_691E,D8:47:32:5C:69:1E,-92,9
174239,UNKNOWN,EDUAUTH,00:F6:63:E6:3A:A3,-93,6
174239,UNKNOWN,eduspot,00:F6:63:E6:3A:A0,-93,6
174239,UNKNOWN,eduspot,00:F6:63:DD:4B:61,-93,6
174239,UNKNOWN,ZCGA_05020,00:1B:93:01:13:9C,-93,8
174239,UNKNOWN,ZCGK_00001,00:1B:93:E2:00:01,-94,5
174239,UNKNOWN,Freebox-1E8B71,8C:97:EA:1E:8B:72,-95,11
174239,UNKNOWN,Bbox-BB357F20,D0:6E:DE:C9:92:90,-95,11
174239,UNKNOWN,Freebox-1CD2CF,3A:07:16:F3:4B:34,-95,11
174239,UNKNOWN,?,FA:8F:CA:95:C5:49,-98,11
181481,UNKNOWN,CONGRES,00:F6:63:AC:D8:32,-56,6
181481,UNKNOWN,eduspot,00:F6:63:AC:D8:31,-56,6
181481,UNKNOWN,eduroam,00:F6:63:AC:D8:34,-57,6
